Term	Term_Type	Gene_count	Gene_list
GO:0008541~proteasome regulatory particle, lid subcomplex	GOTERM_FAT_CC	9	
GO:0008622~epsilon DNA polymerase complex	GOTERM_FAT_CC	5	
GO:0008623~CHRAC	GOTERM_FAT_CC	4	
GO:0009295~nucleoid	GOTERM_FAT_CC	48	
GO:0009317~acetyl-CoA carboxylase complex	GOTERM_FAT_CC	1	
GO:0009328~phenylalanine-tRNA ligase complex	GOTERM_FAT_CC	2	
GO:0009330~DNA topoisomerase complex (ATP-hydrolyzing)	GOTERM_FAT_CC	1	
GO:0009331~glycerol-3-phosphate dehydrogenase complex	GOTERM_FAT_CC	3	
GO:0009336~sulfate adenylyltransferase complex (ATP)	GOTERM_FAT_CC	1	
GO:0009353~mitochondrial oxoglutarate dehydrogenase complex	GOTERM_FAT_CC	1	
GO:0009360~DNA polymerase III complex	GOTERM_FAT_CC	1	
GO:0009361~succinate-CoA ligase complex (ADP-forming)	GOTERM_FAT_CC	1	
GO:0009368~endopeptidase Clp complex	GOTERM_FAT_CC	2	
GO:0009841~mitochondrial endopeptidase Clp complex	GOTERM_FAT_CC	1	
GO:0009897~external side of plasma membrane	GOTERM_FAT_CC	669	
GO:0009898~cytoplasmic side of plasma membrane	GOTERM_FAT_CC	185	
GO:0009923~fatty acid elongase complex	GOTERM_FAT_CC	2	
GO:0009925~basal plasma membrane	GOTERM_FAT_CC	62	
GO:0009986~cell surface	GOTERM_FAT_CC	1279	
GO:0010008~endosome membrane	GOTERM_FAT_CC	460	
GO:0010009~cytoplasmic side of endosome membrane	GOTERM_FAT_CC	5	
GO:0010369~chromocenter	GOTERM_FAT_CC	17	
GO:0010370~perinucleolar chromocenter	GOTERM_FAT_CC	2	
GO:0010494~cytoplasmic stress granule	GOTERM_FAT_CC	86	
GO:0012506~vesicle membrane	GOTERM_FAT_CC	542	
GO:0012507~ER to Golgi transport vesicle membrane	GOTERM_FAT_CC	28	
GO:0012510~trans-Golgi network transport vesicle membrane	GOTERM_FAT_CC	18	
GO:0014069~postsynaptic density	GOTERM_FAT_CC	436	
GO:0014701~junctional sarcoplasmic reticulum membrane	GOTERM_FAT_CC	4	
GO:0014704~intercalated disc	GOTERM_FAT_CC	67	
GO:0014731~spectrin-associated cytoskeleton	GOTERM_FAT_CC	6	
GO:0014801~longitudinal sarcoplasmic reticulum	GOTERM_FAT_CC	2	
GO:0014802~terminal cisterna	GOTERM_FAT_CC	3	
GO:0014804~terminal cisterna lumen	GOTERM_FAT_CC	1	
GO:0015030~Cajal body	GOTERM_FAT_CC	54	
GO:0015629~actin cytoskeleton	GOTERM_FAT_CC	530	
GO:0015630~microtubule cytoskeleton	GOTERM_FAT_CC	1391	
GO:0015934~large ribosomal subunit	GOTERM_FAT_CC	131	
GO:0015935~small ribosomal subunit	GOTERM_FAT_CC	88	
GO:0016010~dystrophin-associated glycoprotein complex	GOTERM_FAT_CC	20	
GO:0016011~dystroglycan complex	GOTERM_FAT_CC	7	
GO:0016012~sarcoglycan complex	GOTERM_FAT_CC	6	
GO:0016014~dystrobrevin complex	GOTERM_FAT_CC	1	
GO:0016028~rhabdomere	GOTERM_FAT_CC	1	
GO:0016035~zeta DNA polymerase complex	GOTERM_FAT_CC	4	
GO:0016222~procollagen-proline 4-dioxygenase complex	GOTERM_FAT_CC	3	
GO:0016234~inclusion body	GOTERM_FAT_CC	81	
GO:0016235~aggresome	GOTERM_FAT_CC	38	
GO:0016272~prefoldin complex	GOTERM_FAT_CC	7	
GO:0016281~eukaryotic translation initiation factor 4F complex	GOTERM_FAT_CC	11	
GO:0016282~eukaryotic 43S preinitiation complex	GOTERM_FAT_CC	17	
GO:0016323~basolateral plasma membrane	GOTERM_FAT_CC	302	
GO:0016324~apical plasma membrane	GOTERM_FAT_CC	429	
GO:0016327~apicolateral plasma membrane	GOTERM_FAT_CC	25	
GO:0016328~lateral plasma membrane	GOTERM_FAT_CC	78	
GO:0016342~catenin complex	GOTERM_FAT_CC	31	
GO:0016363~nuclear matrix	GOTERM_FAT_CC	131	
GO:0016442~RISC complex	GOTERM_FAT_CC	121	
GO:0016459~myosin complex	GOTERM_FAT_CC	65	
GO:0016460~myosin II complex	GOTERM_FAT_CC	29	
GO:0016461~unconventional myosin complex	GOTERM_FAT_CC	7	
GO:0016469~proton-transporting two-sector ATPase complex	GOTERM_FAT_CC	52	
GO:0016471~vacuolar proton-transporting V-type ATPase complex	GOTERM_FAT_CC	24	
GO:0016507~mitochondrial fatty acid beta-oxidation multienzyme complex	GOTERM_FAT_CC	2	
GO:0016513~core-binding factor complex	GOTERM_FAT_CC	3	
GO:0016514~SWI/SNF complex	GOTERM_FAT_CC	28	
GO:0016528~sarcoplasm	GOTERM_FAT_CC	101	
GO:0016529~sarcoplasmic reticulum	GOTERM_FAT_CC	76	
GO:0016533~cyclin-dependent protein kinase 5 holoenzyme complex	GOTERM_FAT_CC	3	
GO:0016580~Sin3 complex	GOTERM_FAT_CC	22	
GO:0016581~NuRD complex	GOTERM_FAT_CC	17	
GO:0016586~RSC complex	GOTERM_FAT_CC	14	
GO:0016589~NURF complex	GOTERM_FAT_CC	7	
GO:0016590~ACF complex	GOTERM_FAT_CC	2	
GO:0016591~DNA-directed RNA polymerase II, holoenzyme	GOTERM_FAT_CC	122	
GO:0016592~mediator complex	GOTERM_FAT_CC	42	
GO:0016593~Cdc73/Paf1 complex	GOTERM_FAT_CC	8	
GO:0016600~flotillin complex	GOTERM_FAT_CC	10	
GO:0016602~CCAAT-binding factor complex	GOTERM_FAT_CC	6	
GO:0016604~nuclear body	GOTERM_FAT_CC	843	
GO:0016605~PML body	GOTERM_FAT_CC	104	
GO:0016607~nuclear speck	GOTERM_FAT_CC	425	
GO:0016914~follicle-stimulating hormone complex	GOTERM_FAT_CC	2	
GO:0016935~glycine-gated chloride channel complex	GOTERM_FAT_CC	2	
GO:0016939~kinesin II complex	GOTERM_FAT_CC	3	
GO:0016942~insulin-like growth factor binding protein complex	GOTERM_FAT_CC	5	
GO:0017053~transcriptional repressor complex	GOTERM_FAT_CC	105	
GO:0017054~negative cofactor 2 complex	GOTERM_FAT_CC	2	
GO:0017059~serine C-palmitoyltransferase complex	GOTERM_FAT_CC	10	
GO:0017071~intracellular cyclic nucleotide activated cation channel complex	GOTERM_FAT_CC	7	
GO:0017087~mitochondrial processing peptidase complex	GOTERM_FAT_CC	1	
GO:0017090~meprin A complex	GOTERM_FAT_CC	2	
GO:0017101~aminoacyl-tRNA synthetase multienzyme complex	GOTERM_FAT_CC	12	
GO:0017109~glutamate-cysteine ligase complex	GOTERM_FAT_CC	2	
GO:0017117~single-stranded DNA-dependent ATP-dependent DNA helicase complex	GOTERM_FAT_CC	1	
GO:0017119~Golgi transport complex	GOTERM_FAT_CC	12	
GO:0017122~protein N-acetylglucosaminyltransferase complex	GOTERM_FAT_CC	1	
GO:0017133~mitochondrial electron transfer flavoprotein complex	GOTERM_FAT_CC	3	
GO:0017146~NMDA selective glutamate receptor complex	GOTERM_FAT_CC	9	
GO:0017177~glucosidase II complex	GOTERM_FAT_CC	2	
GO:0018444~translation release factor complex	GOTERM_FAT_CC	3	
GO:0018995~host	GOTERM_FAT_CC	13	
GO:0019005~SCF ubiquitin ligase complex	GOTERM_FAT_CC	69	
GO:0019008~molybdopterin synthase complex	GOTERM_FAT_CC	2	
GO:0019185~snRNA-activating protein complex	GOTERM_FAT_CC	4	
GO:0019773~proteasome core complex, alpha-subunit complex	GOTERM_FAT_CC	8	
GO:0019774~proteasome core complex, beta-subunit complex	GOTERM_FAT_CC	11	
GO:0019814~immunoglobulin complex	GOTERM_FAT_CC	154	
GO:0019815~B cell receptor complex	GOTERM_FAT_CC	7	
GO:0019866~organelle inner membrane	GOTERM_FAT_CC	611	
GO:0019867~outer membrane	GOTERM_FAT_CC	226	
GO:0019897~extrinsic component of plasma membrane	GOTERM_FAT_CC	189	
GO:0019898~extrinsic component of membrane	GOTERM_FAT_CC	345	
GO:0019907~cyclin-dependent protein kinase activating kinase holoenzyme complex	GOTERM_FAT_CC	3	
GO:0019908~nuclear cyclin-dependent protein kinase holoenzyme complex	GOTERM_FAT_CC	13	
GO:0020003~symbiont-containing vacuole	GOTERM_FAT_CC	10	
GO:0020005~symbiont-containing vacuole membrane	GOTERM_FAT_CC	8	
GO:0020016~ciliary pocket	GOTERM_FAT_CC	3	
GO:0020018~ciliary pocket membrane	GOTERM_FAT_CC	3	
GO:0022624~proteasome accessory complex	GOTERM_FAT_CC	28	
GO:0022625~cytosolic large ribosomal subunit	GOTERM_FAT_CC	68	
GO:0022626~cytosolic ribosome	GOTERM_FAT_CC	119	
GO:0022627~cytosolic small ribosomal subunit	GOTERM_FAT_CC	49	
GO:0030008~TRAPP complex	GOTERM_FAT_CC	17	
GO:0030014~CCR4-NOT complex	GOTERM_FAT_CC	16	
GO:0030015~CCR4-NOT core complex	GOTERM_FAT_CC	6	
GO:0030016~myofibril	GOTERM_FAT_CC	248	
GO:0030017~sarcomere	GOTERM_FAT_CC	226	
GO:0030018~Z disc	GOTERM_FAT_CC	146	
GO:0030027~lamellipodium	GOTERM_FAT_CC	214	
GO:0030054~cell junction	GOTERM_FAT_CC	1288	
GO:0030055~cell-substrate junction	GOTERM_FAT_CC	212	
GO:0030056~hemidesmosome	GOTERM_FAT_CC	10	
GO:0030057~desmosome	GOTERM_FAT_CC	28	
GO:0030061~mitochondrial crista	GOTERM_FAT_CC	17	
GO:0030062~mitochondrial tricarboxylic acid cycle enzyme complex	GOTERM_FAT_CC	11	
GO:0030112~glycocalyx	GOTERM_FAT_CC	1	
GO:0030117~membrane coat	GOTERM_FAT_CC	99	
GO:0030118~clathrin coat	GOTERM_FAT_CC	50	
GO:0030119~AP-type membrane coat adaptor complex	GOTERM_FAT_CC	44	
GO:0030120~vesicle coat	GOTERM_FAT_CC	60	
GO:0030121~AP-1 adaptor complex	GOTERM_FAT_CC	11	
GO:0030122~AP-2 adaptor complex	GOTERM_FAT_CC	11	
GO:0030123~AP-3 adaptor complex	GOTERM_FAT_CC	13	
GO:0030124~AP-4 adaptor complex	GOTERM_FAT_CC	5	
GO:0030125~clathrin vesicle coat	GOTERM_FAT_CC	32	
GO:0030126~COPI vesicle coat	GOTERM_FAT_CC	12	
GO:0030127~COPII vesicle coat	GOTERM_FAT_CC	15	
GO:0030128~clathrin coat of endocytic vesicle	GOTERM_FAT_CC	12	
GO:0030130~clathrin coat of trans-Golgi network vesicle	GOTERM_FAT_CC	15	
GO:0030131~clathrin adaptor complex	GOTERM_FAT_CC	27	
GO:0030132~clathrin coat of coated pit	GOTERM_FAT_CC	18	
GO:0030133~transport vesicle	GOTERM_FAT_CC	446	
GO:0030134~ER to Golgi transport vesicle	GOTERM_FAT_CC	61	
GO:0030135~coated vesicle	GOTERM_FAT_CC	232	
GO:0030136~clathrin-coated vesicle	GOTERM_FAT_CC	140	
GO:0030137~COPI-coated vesicle	GOTERM_FAT_CC	31	
GO:0030139~endocytic vesicle	GOTERM_FAT_CC	220	
GO:0030140~trans-Golgi network transport vesicle	GOTERM_FAT_CC	36	
GO:0030141~secretory granule	GOTERM_FAT_CC	466	
GO:0030142~Golgi to ER transport vesicle	GOTERM_FAT_CC	2	
GO:0030173~integral component of Golgi membrane	GOTERM_FAT_CC	57	
GO:0030175~filopodium	GOTERM_FAT_CC	122	
GO:0030176~integral component of endoplasmic reticulum membrane	GOTERM_FAT_CC	169	
GO:0030285~integral component of synaptic vesicle membrane	GOTERM_FAT_CC	48	
GO:0030286~dynein complex	GOTERM_FAT_CC	59	
GO:0030289~protein phosphatase 4 complex	GOTERM_FAT_CC	7	
GO:0030312~external encapsulating structure	GOTERM_FAT_CC	5	
GO:0030313~cell envelope	GOTERM_FAT_CC	1	
GO:0030314~junctional membrane complex	GOTERM_FAT_CC	8	
GO:0030315~T-tubule	GOTERM_FAT_CC	72	
GO:0030424~axon	GOTERM_FAT_CC	683	
GO:0030425~dendrite	GOTERM_FAT_CC	820	
GO:0030426~growth cone	GOTERM_FAT_CC	241	
GO:0030427~site of polarized growth	GOTERM_FAT_CC	248	
GO:0030430~host cell cytoplasm	GOTERM_FAT_CC	10	
GO:0030478~actin cap	GOTERM_FAT_CC	4	
GO:0030485~smooth muscle contractile fiber	GOTERM_FAT_CC	5	
GO:0030496~midbody	GOTERM_FAT_CC	230	
GO:0030526~granulocyte macrophage colony-stimulating factor receptor complex	GOTERM_FAT_CC	5	
GO:0030529~intracellular ribonucleoprotein complex	GOTERM_FAT_CC	1006	
GO:0030532~small nuclear ribonucleoprotein complex	GOTERM_FAT_CC	64	
GO:0030658~transport vesicle membrane	GOTERM_FAT_CC	209	
GO:0030659~cytoplasmic vesicle membrane	GOTERM_FAT_CC	515	
GO:0030660~Golgi-associated vesicle membrane	GOTERM_FAT_CC	47	
GO:0030662~coated vesicle membrane	GOTERM_FAT_CC	106	
GO:0030663~COPI-coated vesicle membrane	GOTERM_FAT_CC	19	
GO:0030665~clathrin-coated vesicle membrane	GOTERM_FAT_CC	57	
GO:0030666~endocytic vesicle membrane	GOTERM_FAT_CC	75	
GO:0030667~secretory granule membrane	GOTERM_FAT_CC	112	
GO:0030669~clathrin-coated endocytic vesicle membrane	GOTERM_FAT_CC	13	
GO:0030670~phagocytic vesicle membrane	GOTERM_FAT_CC	57	
GO:0030672~synaptic vesicle membrane	GOTERM_FAT_CC	138	
GO:0030673~axolemma	GOTERM_FAT_CC	20	
GO:0030677~ribonuclease P complex	GOTERM_FAT_CC	13	
GO:0030678~mitochondrial ribonuclease P complex	GOTERM_FAT_CC	3	
GO:0030681~multimeric ribonuclease P complex	GOTERM_FAT_CC	10	
GO:0030684~preribosome	GOTERM_FAT_CC	80	
GO:0030685~nucleolar preribosome	GOTERM_FAT_CC	1	
GO:0030686~90S preribosome	GOTERM_FAT_CC	28	
GO:0030687~preribosome, large subunit precursor	GOTERM_FAT_CC	25	
GO:0030688~preribosome, small subunit precursor	GOTERM_FAT_CC	14	
GO:0030689~Noc complex	GOTERM_FAT_CC	4	
GO:0030690~Noc1p-Noc2p complex	GOTERM_FAT_CC	2	
GO:0030691~Noc2p-Noc3p complex	GOTERM_FAT_CC	1	
GO:0030692~Noc4p-Nop14p complex	GOTERM_FAT_CC	2	
GO:0030849~autosome	GOTERM_FAT_CC	2	
GO:0030863~cortical cytoskeleton	GOTERM_FAT_CC	122	
GO:0030864~cortical actin cytoskeleton	GOTERM_FAT_CC	87	
GO:0030867~rough endoplasmic reticulum membrane	GOTERM_FAT_CC	29	
GO:0030868~smooth endoplasmic reticulum membrane	GOTERM_FAT_CC	6	
GO:0030870~Mre11 complex	GOTERM_FAT_CC	5	
GO:0030874~nucleolar chromatin	GOTERM_FAT_CC	1	
GO:0030877~beta-catenin destruction complex	GOTERM_FAT_CC	13	
GO:0030880~RNA polymerase complex	GOTERM_FAT_CC	149	
GO:0030891~VCB complex	GOTERM_FAT_CC	8	
GO:0030892~mitotic cohesin complex	GOTERM_FAT_CC	5	
GO:0030893~meiotic cohesin complex	GOTERM_FAT_CC	8	
GO:0030894~replisome	GOTERM_FAT_CC	27	
GO:0030895~apolipoprotein B mRNA editing enzyme complex	GOTERM_FAT_CC	1	
GO:0030896~checkpoint clamp complex	GOTERM_FAT_CC	5	
GO:0030897~HOPS complex	GOTERM_FAT_CC	11	
GO:0030904~retromer complex	GOTERM_FAT_CC	21	
GO:0030905~retromer, tubulation complex	GOTERM_FAT_CC	2	
GO:0030906~retromer, cargo-selective complex	GOTERM_FAT_CC	3	
GO:0030914~STAGA complex	GOTERM_FAT_CC	12	
GO:0030915~Smc5-Smc6 complex	GOTERM_FAT_CC	7	
GO:0030934~anchoring collagen complex	GOTERM_FAT_CC	1	
GO:0030935~sheet-forming collagen trimer	GOTERM_FAT_CC	1	
GO:0030956~glutamyl-tRNA(Gln) amidotransferase complex	GOTERM_FAT_CC	3	
GO:0030964~NADH dehydrogenase complex	GOTERM_FAT_CC	51	
GO:0030981~cortical microtubule cytoskeleton	GOTERM_FAT_CC	5	
GO:0030990~intraciliary transport particle	GOTERM_FAT_CC	28	
GO:0030991~intraciliary transport particle A	GOTERM_FAT_CC	8	
GO:0030992~intraciliary transport particle B	GOTERM_FAT_CC	21	
GO:0031002~actin rod	GOTERM_FAT_CC	1	
GO:0031010~ISWI-type complex	GOTERM_FAT_CC	14	
GO:0031011~Ino80 complex	GOTERM_FAT_CC	16	
GO:0031012~extracellular matrix	GOTERM_FAT_CC	362	
GO:0031021~interphase microtubule organizing center	GOTERM_FAT_CC	4	
GO:0031045~dense core granule	GOTERM_FAT_CC	35	
GO:0031074~nucleocytoplasmic shuttling complex	GOTERM_FAT_CC	13	
GO:0031080~nuclear pore outer ring	GOTERM_FAT_CC	10	
GO:0031082~BLOC complex	GOTERM_FAT_CC	20	
GO:0031083~BLOC-1 complex	GOTERM_FAT_CC	15	
GO:0031084~BLOC-2 complex	GOTERM_FAT_CC	3	
GO:0031085~BLOC-3 complex	GOTERM_FAT_CC	2	
GO:0031088~platelet dense granule membrane	GOTERM_FAT_CC	3	
GO:0031091~platelet alpha granule	GOTERM_FAT_CC	21	
GO:0031092~platelet alpha granule membrane	GOTERM_FAT_CC	3	
GO:0031094~platelet dense tubular network	GOTERM_FAT_CC	5	
GO:0031095~platelet dense tubular network membrane	GOTERM_FAT_CC	2	
GO:0031105~septin complex	GOTERM_FAT_CC	14	
GO:0031143~pseudopodium	GOTERM_FAT_CC	15	
GO:0031166~integral component of vacuolar membrane	GOTERM_FAT_CC	13	
GO:0031201~SNARE complex	GOTERM_FAT_CC	49	
GO:0031205~endoplasmic reticulum Sec complex	GOTERM_FAT_CC	1	
GO:0031207~Sec62/Sec63 complex	GOTERM_FAT_CC	1	
GO:0031209~SCAR complex	GOTERM_FAT_CC	13	
GO:0031211~endoplasmic reticulum palmitoyltransferase complex	GOTERM_FAT_CC	10	
GO:0031213~RSF complex	GOTERM_FAT_CC	2	
GO:0031225~anchored component of membrane	GOTERM_FAT_CC	207	
GO:0031226~intrinsic component of plasma membrane	GOTERM_FAT_CC	1848	
GO:0031227~intrinsic component of endoplasmic reticulum membrane	GOTERM_FAT_CC	177	
GO:0031228~intrinsic component of Golgi membrane	GOTERM_FAT_CC	59	
GO:0031229~intrinsic component of nuclear inner membrane	GOTERM_FAT_CC	14	
GO:0031231~intrinsic component of peroxisomal membrane	GOTERM_FAT_CC	18	
GO:0031232~extrinsic component of external side of plasma membrane	GOTERM_FAT_CC	9	
GO:0031233~intrinsic component of external side of plasma membrane	GOTERM_FAT_CC	29	
GO:0031234~extrinsic component of cytoplasmic side of plasma membrane	GOTERM_FAT_CC	107	
GO:0031235~intrinsic component of the cytoplasmic side of the plasma membrane	GOTERM_FAT_CC	6	
GO:0031248~protein acetyltransferase complex	GOTERM_FAT_CC	101	
GO:0031251~PAN complex	GOTERM_FAT_CC	2	
GO:0031252~cell leading edge	GOTERM_FAT_CC	469	
GO:0031253~cell projection membrane	GOTERM_FAT_CC	388	
GO:0031254~cell trailing edge	GOTERM_FAT_CC	13	
GO:0031256~leading edge membrane	GOTERM_FAT_CC	194	
GO:0031257~cell trailing edge membrane	GOTERM_FAT_CC	1	
GO:0031258~lamellipodium membrane	GOTERM_FAT_CC	23	
GO:0031259~uropod membrane	GOTERM_FAT_CC	1	
GO:0031260~pseudopodium membrane	GOTERM_FAT_CC	1	
GO:0031261~DNA replication preinitiation complex	GOTERM_FAT_CC	12	
GO:0031262~Ndc80 complex	GOTERM_FAT_CC	4	
GO:0031264~death-inducing signaling complex	GOTERM_FAT_CC	7	
GO:0031265~CD95 death-inducing signaling complex	GOTERM_FAT_CC	5	
GO:0031298~replication fork protection complex	GOTERM_FAT_CC	3	
GO:0031300~intrinsic component of organelle membrane	GOTERM_FAT_CC	279	
GO:0031301~integral component of organelle membrane	GOTERM_FAT_CC	252	
GO:0031302~intrinsic component of endosome membrane	GOTERM_FAT_CC	6	
GO:0031303~integral component of endosome membrane	GOTERM_FAT_CC	4	
GO:0031304~intrinsic component of mitochondrial inner membrane	GOTERM_FAT_CC	51	
GO:0031305~integral component of mitochondrial inner membrane	GOTERM_FAT_CC	50	
GO:0031306~intrinsic component of mitochondrial outer membrane	GOTERM_FAT_CC	26	
GO:0031307~integral component of mitochondrial outer membrane	GOTERM_FAT_CC	25	
GO:0031308~intrinsic component of nuclear outer membrane	GOTERM_FAT_CC	1	
GO:0031309~integral component of nuclear outer membrane	GOTERM_FAT_CC	1	
GO:0031310~intrinsic component of vacuolar membrane	GOTERM_FAT_CC	13	
GO:0031312~extrinsic component of organelle membrane	GOTERM_FAT_CC	70	
GO:0031313~extrinsic component of endosome membrane	GOTERM_FAT_CC	12	
GO:0031314~extrinsic component of mitochondrial inner membrane	GOTERM_FAT_CC	18	
GO:0031315~extrinsic component of mitochondrial outer membrane	GOTERM_FAT_CC	7	
GO:0031332~RNAi effector complex	GOTERM_FAT_CC	122	
GO:0031362~anchored component of external side of plasma membrane	GOTERM_FAT_CC	24	
GO:0031371~ubiquitin conjugating enzyme complex	GOTERM_FAT_CC	8	
GO:0031372~UBC13-MMS2 complex	GOTERM_FAT_CC	2	
GO:0031379~RNA-directed RNA polymerase complex	GOTERM_FAT_CC	2	
GO:0031380~nuclear RNA-directed RNA polymerase complex	GOTERM_FAT_CC	1	
GO:0031389~Rad17 RFC-like complex	GOTERM_FAT_CC	1	
GO:0031390~Ctf18 RFC-like complex	GOTERM_FAT_CC	8	
GO:0031391~Elg1 RFC-like complex	GOTERM_FAT_CC	3	
GO:0031414~N-terminal protein acetyltransferase complex	GOTERM_FAT_CC	12	
GO:0031415~NatA complex	GOTERM_FAT_CC	7	
GO:0031416~NatB complex	GOTERM_FAT_CC	2	
GO:0031417~NatC complex	GOTERM_FAT_CC	3	
GO:0031422~RecQ helicase-Topo III complex	GOTERM_FAT_CC	4	
GO:0031428~box C/D snoRNP complex	GOTERM_FAT_CC	7	
GO:0031429~box H/ACA snoRNP complex	GOTERM_FAT_CC	5	
GO:0031430~M band	GOTERM_FAT_CC	26	
GO:0031431~Dbf4-dependent protein kinase complex	GOTERM_FAT_CC	1	
GO:0031436~BRCA1-BARD1 complex	GOTERM_FAT_CC	3	
GO:0031461~cullin-RING ubiquitin ligase complex	GOTERM_FAT_CC	228	
GO:0031462~Cul2-RING ubiquitin ligase complex	GOTERM_FAT_CC	60	
GO:0031463~Cul3-RING ubiquitin ligase complex	GOTERM_FAT_CC	45	
GO:0031464~Cul4A-RING E3 ubiquitin ligase complex	GOTERM_FAT_CC	14	
GO:0031465~Cul4B-RING E3 ubiquitin ligase complex	GOTERM_FAT_CC	5	
GO:0031466~Cul5-RING ubiquitin ligase complex	GOTERM_FAT_CC	10	
GO:0031467~Cul7-RING ubiquitin ligase complex	GOTERM_FAT_CC	4	
GO:0031475~myosin V complex	GOTERM_FAT_CC	1	
GO:0031477~myosin VII complex	GOTERM_FAT_CC	1	
GO:0031499~TRAMP complex	GOTERM_FAT_CC	5	
GO:0031501~mannosyltransferase complex	GOTERM_FAT_CC	5	
GO:0031510~SUMO activating enzyme complex	GOTERM_FAT_CC	2	
GO:0031511~Mis6-Sim4 complex	GOTERM_FAT_CC	2	
GO:0031514~motile cilium	GOTERM_FAT_CC	277	
GO:0031515~tRNA (m1A) methyltransferase complex	GOTERM_FAT_CC	2	
GO:0031519~PcG protein complex	GOTERM_FAT_CC	52	
GO:0031523~Myb complex	GOTERM_FAT_CC	4	
GO:0031526~brush border membrane	GOTERM_FAT_CC	81	
GO:0031527~filopodium membrane	GOTERM_FAT_CC	19	
GO:0031528~microvillus membrane	GOTERM_FAT_CC	31	
GO:0031533~mRNA cap methyltransferase complex	GOTERM_FAT_CC	2	
GO:0031588~nucleotide-activated protein kinase complex	GOTERM_FAT_CC	11	
GO:0031592~centrosomal corona	GOTERM_FAT_CC	1	
GO:0031594~neuromuscular junction	GOTERM_FAT_CC	102	
GO:0031595~nuclear proteasome complex	GOTERM_FAT_CC	3	
GO:0031597~cytosolic proteasome complex	GOTERM_FAT_CC	10	
GO:0031616~spindle pole centrosome	GOTERM_FAT_CC	20	
GO:0031617~NMS complex	GOTERM_FAT_CC	10	
GO:0031672~A band	GOTERM_FAT_CC	46	
GO:0031673~H zone	GOTERM_FAT_CC	2	
GO:0031674~I band	GOTERM_FAT_CC	160	
GO:0031680~G-protein beta/gamma-subunit complex	GOTERM_FAT_CC	15	
GO:0031838~haptoglobin-hemoglobin complex	GOTERM_FAT_CC	14	
GO:0031901~early endosome membrane	GOTERM_FAT_CC	177	
GO:0031902~late endosome membrane	GOTERM_FAT_CC	150	
GO:0031903~microbody membrane	GOTERM_FAT_CC	59	
GO:0031904~endosome lumen	GOTERM_FAT_CC	11	
GO:0031905~early endosome lumen	GOTERM_FAT_CC	2	
GO:0031906~late endosome lumen	GOTERM_FAT_CC	2	
GO:0031907~microbody lumen	GOTERM_FAT_CC	28	
GO:0031931~TORC1 complex	GOTERM_FAT_CC	8	
GO:0031932~TORC2 complex	GOTERM_FAT_CC	11	
GO:0031941~filamentous actin	GOTERM_FAT_CC	38	
GO:0031965~nuclear membrane	GOTERM_FAT_CC	311	
GO:0031966~mitochondrial membrane	GOTERM_FAT_CC	789	
GO:0031967~organelle envelope	GOTERM_FAT_CC	1320	
GO:0031968~organelle outer membrane	GOTERM_FAT_CC	226	
GO:0031970~organelle envelope lumen	GOTERM_FAT_CC	116	
GO:0031975~envelope	GOTERM_FAT_CC	1321	
GO:0031983~vesicle lumen	GOTERM_FAT_CC	25	
GO:0031984~organelle subcompartment	GOTERM_FAT_CC	398	
GO:0031985~Golgi cisterna	GOTERM_FAT_CC	118	
GO:0032002~interleukin-28 receptor complex	GOTERM_FAT_CC	2	
GO:0032009~early phagosome	GOTERM_FAT_CC	13	
GO:0032010~phagolysosome	GOTERM_FAT_CC	4	
GO:0032021~NELF complex	GOTERM_FAT_CC	4	
GO:0032039~integrator complex	GOTERM_FAT_CC	19	
GO:0032040~small-subunit processome	GOTERM_FAT_CC	38	
GO:0032044~DSIF complex	GOTERM_FAT_CC	3	
GO:0032045~guanyl-nucleotide exchange factor complex	GOTERM_FAT_CC	13	
GO:0032059~bleb	GOTERM_FAT_CC	9	
GO:0032116~SMC loading complex	GOTERM_FAT_CC	2	
GO:0032127~dense core granule membrane	GOTERM_FAT_CC	10	
GO:0032133~chromosome passenger complex	GOTERM_FAT_CC	6	
GO:0032144~4-aminobutyrate transaminase complex	GOTERM_FAT_CC	1	
GO:0032153~cell division site	GOTERM_FAT_CC	76	
GO:0032154~cleavage furrow	GOTERM_FAT_CC	57	
GO:0032155~cell division site part	GOTERM_FAT_CC	66	
GO:0032156~septin cytoskeleton	GOTERM_FAT_CC	16	
GO:0032160~septin filament array	GOTERM_FAT_CC	1	
GO:0032173~septin collar	GOTERM_FAT_CC	1	
GO:0032279~asymmetric synapse	GOTERM_FAT_CC	442	
GO:0032280~symmetric synapse	GOTERM_FAT_CC	8	
GO:0032281~AMPA glutamate receptor complex	GOTERM_FAT_CC	29	
GO:0032299~ribonuclease H2 complex	GOTERM_FAT_CC	3	
GO:0032300~mismatch repair complex	GOTERM_FAT_CC	9	
GO:0032301~MutSalpha complex	GOTERM_FAT_CC	3	
GO:0032302~MutSbeta complex	GOTERM_FAT_CC	2	
GO:0032311~angiogenin-PRI complex	GOTERM_FAT_CC	3	
GO:0032389~MutLalpha complex	GOTERM_FAT_CC	3	
GO:0032391~photoreceptor connecting cilium	GOTERM_FAT_CC	46	
GO:0032398~MHC class Ib protein complex	GOTERM_FAT_CC	24	
GO:0032419~extrinsic component of lysosome membrane	GOTERM_FAT_CC	1	
GO:0032420~stereocilium	GOTERM_FAT_CC	60	
