Term	Term_Type	Gene_count	Gene_list
GO:0004654~polyribonucleotide nucleotidyltransferase activity	GOTERM_FAT_MF	1	
GO:0004655~porphobilinogen synthase activity	GOTERM_FAT_MF	1	
GO:0004656~procollagen-proline 4-dioxygenase activity	GOTERM_FAT_MF	5	
GO:0004657~proline dehydrogenase activity	GOTERM_FAT_MF	2	
GO:0004658~propionyl-CoA carboxylase activity	GOTERM_FAT_MF	2	
GO:0004659~prenyltransferase activity	GOTERM_FAT_MF	16	
GO:0004660~protein farnesyltransferase activity	GOTERM_FAT_MF	2	
GO:0004661~protein geranylgeranyltransferase activity	GOTERM_FAT_MF	4	
GO:0004662~CAAX-protein geranylgeranyltransferase activity	GOTERM_FAT_MF	2	
GO:0004663~Rab geranylgeranyltransferase activity	GOTERM_FAT_MF	3	
GO:0004666~prostaglandin-endoperoxide synthase activity	GOTERM_FAT_MF	2	
GO:0004667~prostaglandin-D synthase activity	GOTERM_FAT_MF	3	
GO:0004668~protein-arginine deiminase activity	GOTERM_FAT_MF	5	
GO:0004671~protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity	GOTERM_FAT_MF	1	
GO:0004672~protein kinase activity	GOTERM_FAT_MF	610	
GO:0004673~protein histidine kinase activity	GOTERM_FAT_MF	2	
GO:0004674~protein serine/threonine kinase activity	GOTERM_FAT_MF	453	
GO:0004675~transmembrane receptor protein serine/threonine kinase activity	GOTERM_FAT_MF	18	
GO:0004676~3-phosphoinositide-dependent protein kinase activity	GOTERM_FAT_MF	1	
GO:0004677~DNA-dependent protein kinase activity	GOTERM_FAT_MF	2	
GO:0004679~AMP-activated protein kinase activity	GOTERM_FAT_MF	9	
GO:0004683~calmodulin-dependent protein kinase activity	GOTERM_FAT_MF	25	
GO:0004686~elongation factor-2 kinase activity	GOTERM_FAT_MF	1	
GO:0004687~myosin light chain kinase activity	GOTERM_FAT_MF	4	
GO:0004689~phosphorylase kinase activity	GOTERM_FAT_MF	2	
GO:0004690~cyclic nucleotide-dependent protein kinase activity	GOTERM_FAT_MF	6	
GO:0004691~cAMP-dependent protein kinase activity	GOTERM_FAT_MF	4	
GO:0004692~cGMP-dependent protein kinase activity	GOTERM_FAT_MF	2	
GO:0004693~cyclin-dependent protein serine/threonine kinase activity	GOTERM_FAT_MF	29	
GO:0004694~eukaryotic translation initiation factor 2alpha kinase activity	GOTERM_FAT_MF	4	
GO:0004697~protein kinase C activity	GOTERM_FAT_MF	17	
GO:0004698~calcium-dependent protein kinase C activity	GOTERM_FAT_MF	16	
GO:0004699~calcium-independent protein kinase C activity	GOTERM_FAT_MF	3	
GO:0004702~signal transducer, downstream of receptor, with serine/threonine kinase activity	GOTERM_FAT_MF	49	
GO:0004703~G-protein coupled receptor kinase activity	GOTERM_FAT_MF	6	
GO:0004704~NF-kappaB-inducing kinase activity	GOTERM_FAT_MF	4	
GO:0004705~JUN kinase activity	GOTERM_FAT_MF	3	
GO:0004706~JUN kinase kinase kinase activity	GOTERM_FAT_MF	14	
GO:0004707~MAP kinase activity	GOTERM_FAT_MF	16	
GO:0004708~MAP kinase kinase activity	GOTERM_FAT_MF	16	
GO:0004709~MAP kinase kinase kinase activity	GOTERM_FAT_MF	27	
GO:0004711~ribosomal protein S6 kinase activity	GOTERM_FAT_MF	6	
GO:0004712~protein serine/threonine/tyrosine kinase activity	GOTERM_FAT_MF	43	
GO:0004713~protein tyrosine kinase activity	GOTERM_FAT_MF	148	
GO:0004714~transmembrane receptor protein tyrosine kinase activity	GOTERM_FAT_MF	131	
GO:0004715~non-membrane spanning protein tyrosine kinase activity	GOTERM_FAT_MF	45	
GO:0004719~protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	GOTERM_FAT_MF	3	
GO:0004720~protein-lysine 6-oxidase activity	GOTERM_FAT_MF	5	
GO:0004721~phosphoprotein phosphatase activity	GOTERM_FAT_MF	175	
GO:0004722~protein serine/threonine phosphatase activity	GOTERM_FAT_MF	92	
GO:0004723~calcium-dependent protein serine/threonine phosphatase activity	GOTERM_FAT_MF	7	
GO:0004725~protein tyrosine phosphatase activity	GOTERM_FAT_MF	103	
GO:0004726~non-membrane spanning protein tyrosine phosphatase activity	GOTERM_FAT_MF	10	
GO:0004727~prenylated protein tyrosine phosphatase activity	GOTERM_FAT_MF	1	
GO:0004729~oxygen-dependent protoporphyrinogen oxidase activity	GOTERM_FAT_MF	2	
GO:0004731~purine-nucleoside phosphorylase activity	GOTERM_FAT_MF	5	
GO:0004733~pyridoxamine-phosphate oxidase activity	GOTERM_FAT_MF	1	
GO:0004735~pyrroline-5-carboxylate reductase activity	GOTERM_FAT_MF	4	
GO:0004736~pyruvate carboxylase activity	GOTERM_FAT_MF	1	
GO:0004738~pyruvate dehydrogenase activity	GOTERM_FAT_MF	6	
GO:0004739~pyruvate dehydrogenase (acetyl-transferring) activity	GOTERM_FAT_MF	3	
GO:0004740~pyruvate dehydrogenase (acetyl-transferring) kinase activity	GOTERM_FAT_MF	5	
GO:0004741~[pyruvate dehydrogenase (lipoamide)] phosphatase activity	GOTERM_FAT_MF	2	
GO:0004742~dihydrolipoyllysine-residue acetyltransferase activity	GOTERM_FAT_MF	1	
GO:0004743~pyruvate kinase activity	GOTERM_FAT_MF	2	
GO:0004744~retinal isomerase activity	GOTERM_FAT_MF	1	
GO:0004745~retinol dehydrogenase activity	GOTERM_FAT_MF	30	
GO:0004747~ribokinase activity	GOTERM_FAT_MF	1	
GO:0004748~ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	GOTERM_FAT_MF	3	
GO:0004749~ribose phosphate diphosphokinase activity	GOTERM_FAT_MF	6	
GO:0004750~ribulose-phosphate 3-epimerase activity	GOTERM_FAT_MF	1	
GO:0004751~ribose-5-phosphate isomerase activity	GOTERM_FAT_MF	1	
GO:0004753~saccharopine dehydrogenase activity	GOTERM_FAT_MF	1	
GO:0004756~selenide, water dikinase activity	GOTERM_FAT_MF	2	
GO:0004757~sepiapterin reductase activity	GOTERM_FAT_MF	1	
GO:0004758~serine C-palmitoyltransferase activity	GOTERM_FAT_MF	6	
GO:0004760~serine-pyruvate transaminase activity	GOTERM_FAT_MF	1	
GO:0004766~spermidine synthase activity	GOTERM_FAT_MF	1	
GO:0004767~sphingomyelin phosphodiesterase activity	GOTERM_FAT_MF	8	
GO:0004768~stearoyl-CoA 9-desaturase activity	GOTERM_FAT_MF	5	
GO:0004769~steroid delta-isomerase activity	GOTERM_FAT_MF	13	
GO:0004771~sterol esterase activity	GOTERM_FAT_MF	11	
GO:0004772~sterol O-acyltransferase activity	GOTERM_FAT_MF	2	
GO:0004773~steryl-sulfatase activity	GOTERM_FAT_MF	1	
GO:0004774~succinate-CoA ligase activity	GOTERM_FAT_MF	3	
GO:0004775~succinate-CoA ligase (ADP-forming) activity	GOTERM_FAT_MF	3	
GO:0004776~succinate-CoA ligase (GDP-forming) activity	GOTERM_FAT_MF	3	
GO:0004777~succinate-semialdehyde dehydrogenase (NAD+) activity	GOTERM_FAT_MF	2	
GO:0004778~succinyl-CoA hydrolase activity	GOTERM_FAT_MF	2	
GO:0004779~sulfate adenylyltransferase activity	GOTERM_FAT_MF	2	
GO:0004781~sulfate adenylyltransferase (ATP) activity	GOTERM_FAT_MF	2	
GO:0004782~sulfinoalanine decarboxylase activity	GOTERM_FAT_MF	2	
GO:0004784~superoxide dismutase activity	GOTERM_FAT_MF	5	
GO:0004788~thiamine diphosphokinase activity	GOTERM_FAT_MF	1	
GO:0004790~thioether S-methyltransferase activity	GOTERM_FAT_MF	1	
GO:0004791~thioredoxin-disulfide reductase activity	GOTERM_FAT_MF	7	
GO:0004792~thiosulfate sulfurtransferase activity	GOTERM_FAT_MF	4	
GO:0004793~threonine aldolase activity	GOTERM_FAT_MF	3	
GO:0004794~L-threonine ammonia-lyase activity	GOTERM_FAT_MF	2	
GO:0004796~thromboxane-A synthase activity	GOTERM_FAT_MF	2	
GO:0004797~thymidine kinase activity	GOTERM_FAT_MF	2	
GO:0004798~thymidylate kinase activity	GOTERM_FAT_MF	2	
GO:0004799~thymidylate synthase activity	GOTERM_FAT_MF	1	
GO:0004800~thyroxine 5'-deiodinase activity	GOTERM_FAT_MF	3	
GO:0004801~sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	GOTERM_FAT_MF	1	
GO:0004802~transketolase activity	GOTERM_FAT_MF	3	
GO:0004803~transposase activity	GOTERM_FAT_MF	1	
GO:0004806~triglyceride lipase activity	GOTERM_FAT_MF	25	
GO:0004807~triose-phosphate isomerase activity	GOTERM_FAT_MF	1	
GO:0004809~tRNA (guanine-N2-)-methyltransferase activity	GOTERM_FAT_MF	3	
GO:0004810~tRNA adenylyltransferase activity	GOTERM_FAT_MF	1	
GO:0004812~aminoacyl-tRNA ligase activity	GOTERM_FAT_MF	43	
GO:0004813~alanine-tRNA ligase activity	GOTERM_FAT_MF	4	
GO:0004814~arginine-tRNA ligase activity	GOTERM_FAT_MF	3	
GO:0004815~aspartate-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004816~asparagine-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004817~cysteine-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004818~glutamate-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004819~glutamine-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004820~glycine-tRNA ligase activity	GOTERM_FAT_MF	1	
GO:0004821~histidine-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004822~isoleucine-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004823~leucine-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004824~lysine-tRNA ligase activity	GOTERM_FAT_MF	1	
GO:0004825~methionine-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004826~phenylalanine-tRNA ligase activity	GOTERM_FAT_MF	4	
GO:0004827~proline-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004828~serine-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004829~threonine-tRNA ligase activity	GOTERM_FAT_MF	3	
GO:0004830~tryptophan-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004831~tyrosine-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004832~valine-tRNA ligase activity	GOTERM_FAT_MF	2	
GO:0004833~tryptophan 2,3-dioxygenase activity	GOTERM_FAT_MF	3	
GO:0004835~tubulin-tyrosine ligase activity	GOTERM_FAT_MF	1	
GO:0004838~L-tyrosine:2-oxoglutarate aminotransferase activity	GOTERM_FAT_MF	1	
GO:0004839~ubiquitin activating enzyme activity	GOTERM_FAT_MF	4	
GO:0004842~ubiquitin-protein transferase activity	GOTERM_FAT_MF	439	
GO:0004843~thiol-dependent ubiquitin-specific protease activity	GOTERM_FAT_MF	100	
GO:0004844~uracil DNA N-glycosylase activity	GOTERM_FAT_MF	3	
GO:0004846~urate oxidase activity	GOTERM_FAT_MF	1	
GO:0004849~uridine kinase activity	GOTERM_FAT_MF	3	
GO:0004850~uridine phosphorylase activity	GOTERM_FAT_MF	2	
GO:0004852~uroporphyrinogen-III synthase activity	GOTERM_FAT_MF	2	
GO:0004853~uroporphyrinogen decarboxylase activity	GOTERM_FAT_MF	1	
GO:0004854~xanthine dehydrogenase activity	GOTERM_FAT_MF	1	
GO:0004855~xanthine oxidase activity	GOTERM_FAT_MF	1	
GO:0004856~xylulokinase activity	GOTERM_FAT_MF	1	
GO:0004857~enzyme inhibitor activity	GOTERM_FAT_MF	432	
GO:0004859~phospholipase inhibitor activity	GOTERM_FAT_MF	8	
GO:0004860~protein kinase inhibitor activity	GOTERM_FAT_MF	62	
GO:0004861~cyclin-dependent protein serine/threonine kinase inhibitor activity	GOTERM_FAT_MF	12	
GO:0004862~cAMP-dependent protein kinase inhibitor activity	GOTERM_FAT_MF	8	
GO:0004864~protein phosphatase inhibitor activity	GOTERM_FAT_MF	46	
GO:0004865~protein serine/threonine phosphatase inhibitor activity	GOTERM_FAT_MF	16	
GO:0004866~endopeptidase inhibitor activity	GOTERM_FAT_MF	226	
GO:0004867~serine-type endopeptidase inhibitor activity	GOTERM_FAT_MF	135	
GO:0004869~cysteine-type endopeptidase inhibitor activity	GOTERM_FAT_MF	80	
GO:0004871~signal transducer activity	GOTERM_FAT_MF	3035	
GO:0004872~receptor activity	GOTERM_FAT_MF	3022	
GO:0004873~asialoglycoprotein receptor activity	GOTERM_FAT_MF	1	
GO:0004875~complement receptor activity	GOTERM_FAT_MF	14	
GO:0004876~complement component C3a receptor activity	GOTERM_FAT_MF	1	
GO:0004877~complement component C3b receptor activity	GOTERM_FAT_MF	1	
GO:0004878~complement component C5a receptor activity	GOTERM_FAT_MF	2	
GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GOTERM_FAT_MF	53	
GO:0004883~glucocorticoid receptor activity	GOTERM_FAT_MF	1	
GO:0004888~transmembrane signaling receptor activity	GOTERM_FAT_MF	2717	
GO:0004890~GABA-A receptor activity	GOTERM_FAT_MF	19	
GO:0004896~cytokine receptor activity	GOTERM_FAT_MF	100	
GO:0004897~ciliary neurotrophic factor receptor activity	GOTERM_FAT_MF	7	
GO:0004900~erythropoietin receptor activity	GOTERM_FAT_MF	1	
GO:0004903~growth hormone receptor activity	GOTERM_FAT_MF	1	
GO:0004904~interferon receptor activity	GOTERM_FAT_MF	3	
GO:0004905~type I interferon receptor activity	GOTERM_FAT_MF	3	
GO:0004908~interleukin-1 receptor activity	GOTERM_FAT_MF	7	
GO:0004909~interleukin-1, Type I, activating receptor activity	GOTERM_FAT_MF	2	
GO:0004910~interleukin-1, Type II, blocking receptor activity	GOTERM_FAT_MF	2	
GO:0004911~interleukin-2 receptor activity	GOTERM_FAT_MF	2	
GO:0004915~interleukin-6 receptor activity	GOTERM_FAT_MF	2	
GO:0004918~interleukin-8 receptor activity	GOTERM_FAT_MF	2	
GO:0004919~interleukin-9 receptor activity	GOTERM_FAT_MF	1	
GO:0004920~interleukin-10 receptor activity	GOTERM_FAT_MF	3	
GO:0004921~interleukin-11 receptor activity	GOTERM_FAT_MF	4	
GO:0004923~leukemia inhibitory factor receptor activity	GOTERM_FAT_MF	5	
GO:0004924~oncostatin-M receptor activity	GOTERM_FAT_MF	5	
GO:0004925~prolactin receptor activity	GOTERM_FAT_MF	1	
GO:0004930~G-protein coupled receptor activity	GOTERM_FAT_MF	2184	
GO:0004931~extracellular ATP-gated cation channel activity	GOTERM_FAT_MF	7	
GO:0004935~adrenergic receptor activity	GOTERM_FAT_MF	9	
GO:0004936~alpha-adrenergic receptor activity	GOTERM_FAT_MF	6	
GO:0004937~alpha1-adrenergic receptor activity	GOTERM_FAT_MF	3	
GO:0004938~alpha2-adrenergic receptor activity	GOTERM_FAT_MF	3	
GO:0004939~beta-adrenergic receptor activity	GOTERM_FAT_MF	3	
GO:0004940~beta1-adrenergic receptor activity	GOTERM_FAT_MF	1	
GO:0004941~beta2-adrenergic receptor activity	GOTERM_FAT_MF	1	
GO:0004945~angiotensin type II receptor activity	GOTERM_FAT_MF	4	
GO:0004946~bombesin receptor activity	GOTERM_FAT_MF	3	
GO:0004947~bradykinin receptor activity	GOTERM_FAT_MF	2	
GO:0004948~calcitonin receptor activity	GOTERM_FAT_MF	2	
GO:0004949~cannabinoid receptor activity	GOTERM_FAT_MF	4	
GO:0004950~chemokine receptor activity	GOTERM_FAT_MF	26	
GO:0004951~cholecystokinin receptor activity	GOTERM_FAT_MF	2	
GO:0004952~dopamine neurotransmitter receptor activity	GOTERM_FAT_MF	5	
GO:0004953~icosanoid receptor activity	GOTERM_FAT_MF	16	
GO:0004954~prostanoid receptor activity	GOTERM_FAT_MF	12	
GO:0004955~prostaglandin receptor activity	GOTERM_FAT_MF	11	
GO:0004956~prostaglandin D receptor activity	GOTERM_FAT_MF	2	
GO:0004957~prostaglandin E receptor activity	GOTERM_FAT_MF	5	
GO:0004958~prostaglandin F receptor activity	GOTERM_FAT_MF	2	
GO:0004960~thromboxane receptor activity	GOTERM_FAT_MF	1	
GO:0004961~thromboxane A2 receptor activity	GOTERM_FAT_MF	1	
GO:0004962~endothelin receptor activity	GOTERM_FAT_MF	3	
GO:0004963~follicle-stimulating hormone receptor activity	GOTERM_FAT_MF	1	
GO:0004964~luteinizing hormone receptor activity	GOTERM_FAT_MF	1	
GO:0004965~G-protein coupled GABA receptor activity	GOTERM_FAT_MF	3	
GO:0004966~galanin receptor activity	GOTERM_FAT_MF	4	
GO:0004967~glucagon receptor activity	GOTERM_FAT_MF	3	
GO:0004968~gonadotropin-releasing hormone receptor activity	GOTERM_FAT_MF	2	
GO:0004969~histamine receptor activity	GOTERM_FAT_MF	4	
GO:0004970~ionotropic glutamate receptor activity	GOTERM_FAT_MF	19	
GO:0004971~AMPA glutamate receptor activity	GOTERM_FAT_MF	4	
GO:0004972~NMDA glutamate receptor activity	GOTERM_FAT_MF	8	
GO:0004974~leukotriene receptor activity	GOTERM_FAT_MF	4	
GO:0004977~melanocortin receptor activity	GOTERM_FAT_MF	6	
GO:0004978~corticotropin receptor activity	GOTERM_FAT_MF	1	
GO:0004979~beta-endorphin receptor activity	GOTERM_FAT_MF	1	
GO:0004980~melanocyte-stimulating hormone receptor activity	GOTERM_FAT_MF	3	
GO:0004982~N-formyl peptide receptor activity	GOTERM_FAT_MF	7	
GO:0004983~neuropeptide Y receptor activity	GOTERM_FAT_MF	12	
GO:0004984~olfactory receptor activity	GOTERM_FAT_MF	1417	
GO:0004985~opioid receptor activity	GOTERM_FAT_MF	7	
GO:0004990~oxytocin receptor activity	GOTERM_FAT_MF	1	
GO:0004991~parathyroid hormone receptor activity	GOTERM_FAT_MF	2	
GO:0004992~platelet activating factor receptor activity	GOTERM_FAT_MF	1	
GO:0004993~G-protein coupled serotonin receptor activity	GOTERM_FAT_MF	43	
GO:0004994~somatostatin receptor activity	GOTERM_FAT_MF	5	
GO:0004995~tachykinin receptor activity	GOTERM_FAT_MF	3	
GO:0004996~thyroid-stimulating hormone receptor activity	GOTERM_FAT_MF	1	
GO:0004997~thyrotropin-releasing hormone receptor activity	GOTERM_FAT_MF	2	
GO:0004998~transferrin receptor activity	GOTERM_FAT_MF	2	
GO:0004999~vasoactive intestinal polypeptide receptor activity	GOTERM_FAT_MF	3	
GO:0005000~vasopressin receptor activity	GOTERM_FAT_MF	7	
GO:0005001~transmembrane receptor protein tyrosine phosphatase activity	GOTERM_FAT_MF	5	
GO:0005003~ephrin receptor activity	GOTERM_FAT_MF	16	
GO:0005004~GPI-linked ephrin receptor activity	GOTERM_FAT_MF	7	
GO:0005005~transmembrane-ephrin receptor activity	GOTERM_FAT_MF	14	
GO:0005006~epidermal growth factor-activated receptor activity	GOTERM_FAT_MF	4	
GO:0005007~fibroblast growth factor-activated receptor activity	GOTERM_FAT_MF	5	
GO:0005008~hepatocyte growth factor-activated receptor activity	GOTERM_FAT_MF	1	
GO:0005009~insulin-activated receptor activity	GOTERM_FAT_MF	12	
GO:0005010~insulin-like growth factor-activated receptor activity	GOTERM_FAT_MF	1	
GO:0005011~macrophage colony-stimulating factor receptor activity	GOTERM_FAT_MF	1	
GO:0005017~platelet-derived growth factor-activated receptor activity	GOTERM_FAT_MF	2	
GO:0005018~platelet-derived growth factor alpha-receptor activity	GOTERM_FAT_MF	1	
GO:0005019~platelet-derived growth factor beta-receptor activity	GOTERM_FAT_MF	1	
GO:0005020~stem cell factor receptor activity	GOTERM_FAT_MF	1	
GO:0005021~vascular endothelial growth factor-activated receptor activity	GOTERM_FAT_MF	7	
GO:0005024~transforming growth factor beta-activated receptor activity	GOTERM_FAT_MF	11	
GO:0005025~transforming growth factor beta receptor activity, type I	GOTERM_FAT_MF	5	
GO:0005026~transforming growth factor beta receptor activity, type II	GOTERM_FAT_MF	2	
GO:0005030~neurotrophin receptor activity	GOTERM_FAT_MF	5	
GO:0005031~tumor necrosis factor-activated receptor activity	GOTERM_FAT_MF	8	
GO:0005034~osmosensor activity	GOTERM_FAT_MF	5	
GO:0005035~death receptor activity	GOTERM_FAT_MF	11	
GO:0005041~low-density lipoprotein receptor activity	GOTERM_FAT_MF	10	
GO:0005042~netrin receptor activity	GOTERM_FAT_MF	6	
GO:0005043~netrin receptor activity involved in chemorepulsion	GOTERM_FAT_MF	1	
GO:0005044~scavenger receptor activity	GOTERM_FAT_MF	46	
GO:0005046~KDEL sequence binding	GOTERM_FAT_MF	3	
GO:0005047~signal recognition particle binding	GOTERM_FAT_MF	6	
GO:0005048~signal sequence binding	GOTERM_FAT_MF	47	
GO:0005049~nuclear export signal receptor activity	GOTERM_FAT_MF	10	
GO:0005052~peroxisome matrix targeting signal-1 binding	GOTERM_FAT_MF	2	
GO:0005053~peroxisome matrix targeting signal-2 binding	GOTERM_FAT_MF	1	
GO:0005055~laminin receptor activity	GOTERM_FAT_MF	2	
GO:0005057~signal transducer activity, downstream of receptor	GOTERM_FAT_MF	49	
GO:0005068~transmembrane receptor protein tyrosine kinase adaptor activity	GOTERM_FAT_MF	12	
GO:0005078~MAP-kinase scaffold activity	GOTERM_FAT_MF	13	
GO:0005080~protein kinase C binding	GOTERM_FAT_MF	65	
GO:0005085~guanyl-nucleotide exchange factor activity	GOTERM_FAT_MF	224	
GO:0005092~GDP-dissociation inhibitor activity	GOTERM_FAT_MF	16	
GO:0005093~Rab GDP-dissociation inhibitor activity	GOTERM_FAT_MF	2	
GO:0005094~Rho GDP-dissociation inhibitor activity	GOTERM_FAT_MF	3	
GO:0005095~GTPase inhibitor activity	GOTERM_FAT_MF	5	
GO:0005096~GTPase activator activity	GOTERM_FAT_MF	242	
GO:0005102~receptor binding	GOTERM_FAT_MF	1919	
GO:0005104~fibroblast growth factor receptor binding	GOTERM_FAT_MF	27	
GO:0005105~type 1 fibroblast growth factor receptor binding	GOTERM_FAT_MF	6	
GO:0005109~frizzled binding	GOTERM_FAT_MF	41	
GO:0005111~type 2 fibroblast growth factor receptor binding	GOTERM_FAT_MF	5	
GO:0005112~Notch binding	GOTERM_FAT_MF	24	
GO:0005113~patched binding	GOTERM_FAT_MF	7	
GO:0005114~type II transforming growth factor beta receptor binding	GOTERM_FAT_MF	10	
GO:0005115~receptor tyrosine kinase-like orphan receptor binding	GOTERM_FAT_MF	1	
GO:0005118~sevenless binding	GOTERM_FAT_MF	1	
GO:0005119~smoothened binding	GOTERM_FAT_MF	3	
GO:0005121~Toll binding	GOTERM_FAT_MF	1	
GO:0005123~death receptor binding	GOTERM_FAT_MF	20	
GO:0005124~scavenger receptor binding	GOTERM_FAT_MF	8	
GO:0005125~cytokine activity	GOTERM_FAT_MF	241	
GO:0005126~cytokine receptor binding	GOTERM_FAT_MF	329	
GO:0005127~ciliary neurotrophic factor receptor binding	GOTERM_FAT_MF	9	
GO:0005128~erythropoietin receptor binding	GOTERM_FAT_MF	3	
GO:0005129~granulocyte macrophage colony-stimulating factor receptor binding	GOTERM_FAT_MF	1	
GO:0005130~granulocyte colony-stimulating factor receptor binding	GOTERM_FAT_MF	2	
GO:0005131~growth hormone receptor binding	GOTERM_FAT_MF	6	
GO:0005132~type I interferon receptor binding	GOTERM_FAT_MF	31	
GO:0005133~interferon-gamma receptor binding	GOTERM_FAT_MF	2	
GO:0005134~interleukin-2 receptor binding	GOTERM_FAT_MF	5	
GO:0005135~interleukin-3 receptor binding	GOTERM_FAT_MF	2	
GO:0005136~interleukin-4 receptor binding	GOTERM_FAT_MF	3	
GO:0005137~interleukin-5 receptor binding	GOTERM_FAT_MF	2	
GO:0005138~interleukin-6 receptor binding	GOTERM_FAT_MF	7	
GO:0005139~interleukin-7 receptor binding	GOTERM_FAT_MF	2	
GO:0005140~interleukin-9 receptor binding	GOTERM_FAT_MF	1	
GO:0005141~interleukin-10 receptor binding	GOTERM_FAT_MF	1	
GO:0005142~interleukin-11 receptor binding	GOTERM_FAT_MF	1	
GO:0005143~interleukin-12 receptor binding	GOTERM_FAT_MF	5	
GO:0005144~interleukin-13 receptor binding	GOTERM_FAT_MF	1	
GO:0005146~leukemia inhibitory factor receptor binding	GOTERM_FAT_MF	3	
GO:0005147~oncostatin-M receptor binding	GOTERM_FAT_MF	2	
GO:0005148~prolactin receptor binding	GOTERM_FAT_MF	28	
GO:0005149~interleukin-1 receptor binding	GOTERM_FAT_MF	17	
GO:0005150~interleukin-1, Type I receptor binding	GOTERM_FAT_MF	2	
GO:0005151~interleukin-1, Type II receptor binding	GOTERM_FAT_MF	1	
GO:0005152~interleukin-1 receptor antagonist activity	GOTERM_FAT_MF	2	
GO:0005153~interleukin-8 receptor binding	GOTERM_FAT_MF	1	
GO:0005154~epidermal growth factor receptor binding	GOTERM_FAT_MF	40	
GO:0005157~macrophage colony-stimulating factor receptor binding	GOTERM_FAT_MF	3	
GO:0005158~insulin receptor binding	GOTERM_FAT_MF	28	
GO:0005159~insulin-like growth factor receptor binding	GOTERM_FAT_MF	16	
GO:0005160~transforming growth factor beta receptor binding	GOTERM_FAT_MF	26	
GO:0005161~platelet-derived growth factor receptor binding	GOTERM_FAT_MF	14	
GO:0005163~nerve growth factor receptor binding	GOTERM_FAT_MF	5	
GO:0005164~tumor necrosis factor receptor binding	GOTERM_FAT_MF	34	
GO:0005165~neurotrophin receptor binding	GOTERM_FAT_MF	16	
GO:0005166~neurotrophin p75 receptor binding	GOTERM_FAT_MF	6	
GO:0005167~neurotrophin TRK receptor binding	GOTERM_FAT_MF	8	
GO:0005168~neurotrophin TRKA receptor binding	GOTERM_FAT_MF	6	
GO:0005169~neurotrophin TRKB receptor binding	GOTERM_FAT_MF	2	
GO:0005171~hepatocyte growth factor receptor binding	GOTERM_FAT_MF	2	
GO:0005172~vascular endothelial growth factor receptor binding	GOTERM_FAT_MF	16	
GO:0005173~stem cell factor receptor binding	GOTERM_FAT_MF	4	
GO:0005174~CD40 receptor binding	GOTERM_FAT_MF	2	
GO:0005175~CD27 receptor binding	GOTERM_FAT_MF	1	
GO:0005176~ErbB-2 class receptor binding	GOTERM_FAT_MF	4	
GO:0005178~integrin binding	GOTERM_FAT_MF	156	
GO:0005179~hormone activity	GOTERM_FAT_MF	137	
GO:0005183~gonadotropin hormone-releasing hormone activity	GOTERM_FAT_MF	1	
GO:0005184~neuropeptide hormone activity	GOTERM_FAT_MF	28	
GO:0005185~neurohypophyseal hormone activity	GOTERM_FAT_MF	2	
GO:0005186~pheromone activity	GOTERM_FAT_MF	20	
GO:0005198~structural molecule activity	GOTERM_FAT_MF	713	
GO:0005200~structural constituent of cytoskeleton	GOTERM_FAT_MF	76	
GO:0005201~extracellular matrix structural constituent	GOTERM_FAT_MF	147	
GO:0005212~structural constituent of eye lens	GOTERM_FAT_MF	26	
GO:0005216~ion channel activity	GOTERM_FAT_MF	420	
GO:0005217~intracellular ligand-gated ion channel activity	GOTERM_FAT_MF	28	
GO:0005219~ryanodine-sensitive calcium-release channel activity	GOTERM_FAT_MF	3	
GO:0005220~inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	GOTERM_FAT_MF	3	
GO:0005221~intracellular cyclic nucleotide activated cation channel activity	GOTERM_FAT_MF	11	
GO:0005222~intracellular cAMP activated cation channel activity	GOTERM_FAT_MF	9	
GO:0005223~intracellular cGMP activated cation channel activity	GOTERM_FAT_MF	7	
GO:0005225~volume-sensitive anion channel activity	GOTERM_FAT_MF	9	
GO:0005227~calcium activated cation channel activity	GOTERM_FAT_MF	27	
GO:0005228~intracellular sodium activated potassium channel activity	GOTERM_FAT_MF	2	
GO:0005229~intracellular calcium activated chloride channel activity	GOTERM_FAT_MF	19	
GO:0005230~extracellular ligand-gated ion channel activity	GOTERM_FAT_MF	71	
GO:0005231~excitatory extracellular ligand-gated ion channel activity	GOTERM_FAT_MF	57	
